Geosas Piotr Sasin #         geosas@wp.pl     #502 248 931
Krzysztof Klempka Przedsiębiorstwo Usług Geodezyjnych i Kartograficznych Geomiar ##601 412 744
Krzysztof Lalik Geo-Lab Pracownia Geodezji i Kartografii #         biuro@geo-lab.pl     #504 106 567
Krzysztof Lelek Przedsiębiorstwo Budowlano Inżynieryjne #         phuhomeheaven@gmail.com     #508 899 955
Krzysztof Luterek Przedsiębiorstwo Geodezyjne #         krzysztofluterek@wp.pl     #(55) 277 24 91
Krzysztof Malec Geomal Usługi Geodezyjne #         krzysztofmmalec@gmail.com     #507 049 319
Krzysztof Mastek Firma Inżynieryjna Rec-Bud #         krzysztof.mastek@gmail.com     #602 631 233
Krzysztof Nieckarz Przedsiębiorstwo Robót Inżynieryjnych Limbud ##607 241 007
Krzysztof Ogonowski Usługi Inżynieryjno-Budowlane ##665 243 845
Krzysztof Parafiniuk Geo-Kret Usługi Geodezyjne i Projektowe ##602 154 089
Krzysztof Pawelczyk - Usługi Inżynieryjne i Doradcze w Budownictwie Komunikacyjnym #         kp31@wp.pl     #Oceń firmę i napisz o niej opinię:
Krzysztof Radomski Zakład Usługowy Trygon #         trygon_mikolow@interia.pl     #(32) 226 32 62
Krzysztof Schneider Pracownia Klasyfikacji Gruntów i Kartografii Gleb ##(18) 445 92 56
Krzysztof Sędłak Zakład Usług Inżynieryjnych ##660 423 416
Krzysztof Sobkowiak Usługi Geodezyjne Geodezja Sobkowiak Krzysztof Sobkowiak ##601 054 384
Krzysztof Soja Usługi Projektowe i Geodezyjne #         sojageodezja@wp.pl     #(41) 251 24 31
Krzysztof Stajek Usługi Geodezyjno-Kartograficzne Geotop ##508 222 272
Krzysztof Stankiewicz - Usługi Inżynieryjne i Budowlane #         ks143@interia.eu     #725 202 719
Krzysztof Tercjak #         krzysztoftercjak@wp.pl     #608 014 898
Krzysztof Wiśniewski Doradztwo Techniczne i Inżynieryjne #         krzychu.pl16@gmail.com     #Oceń firmę i napisz o niej opinię:
Kuba Binerowski #         geodezjageobin@gmail.com     #721 479 829
Kubiak Jarosław Geodezja i Nieruchomości #         jakubiak@o2.pl     #509 539 291
Kubiak Wojciech Firma Geodezyjna ##793 052 551
Kubiak Zbigniew Przedsiębiorstwo Usług Geodezyjno-Kartograficznych ##(42) 646 97 23
Kubik Zbigniew Usługi Geodezyjne #         zk.geodeta@wp.pl     #(95) 758 37 74
Kubit Bydgoskie Centrum Geodezji Bartłomiej Mazur ##607 128 644
Kucharska Irena Pracownia Geodezyjna Geopron #         geopron@poczta.fm     #503 091 135
Kuciejewski Jacek Biuro Geodezji #         bgjk@interia.pl     #693 078 321
Kudasik Mateusz Usługi Geodezyjne #         m.kudasik@wp.pl     #887 677 117
Kudła Andrzej Pracownia Geodezyjna ##(56) 462 10 46
Kuf Usługi Inżynieryjne Paweł Stalmach #         kuf@kufengineering.com     #888 882 422
Kugeo Usługi Geodezyjne Bartłomiej Kurek #         biuro@kugeo.pl     #508 892 185
Kujawa Andrzej Usługi Geodezyjne #         geodezja@geodezja.lodz.pl     #Oceń firmę i napisz o niej opinię:
Kulik Dorota Kulik Zdzisław S.C. Usługi Geodezyjno-Handlowe Import-Export #         zdkulik@tlen.pl     #Oceń firmę i napisz o niej opinię:
Kuliś Grzegorz Usługi Geodezyjne #         geo_nida@wp.pl     #505 132 325
Kumięga Kumięga Bogusław Usługi Geodezyjne ##502 502 538
Kunicki-Dereń Biuro Usług Geodezyjnych #         geokunicki@interia.eu     #Oceń firmę i napisz o niej opinię:
Kupień Lechosław Usługi Geodezyjne #         lkupien@wp.pl     #(94) 312 54 56
Kurcyus Ryszard Usługi Geodezyjne ##(33) 815 20 78
Kurek Stanisław Usługi Geodezyjne #         stakurek66@gmail.com     #(18) 206 67 39
Kushnirgeodezia Viktor Kushnir #         kyshvi@gmial.com     #Oceń firmę i napisz o niej opinię:
Kut Robert Usługi Geodezyjne ##601 629 673
Kuźma Nieruchomości Geodezja i Wycena Nieruchomości Józef Kuźma #         kuzmanieruchomosci@gmail.com     #Oceń firmę i napisz o niej opinię:
Kuźmak Władysław Usługi Inżynieryjne i Transportowe Władysław Kuźmak ##(32) 238 80 38
Kuźnicki Adam Usługi Geodezyjne ##508 266 230
Kwapisz Renata Kwapisz Janusz S.C. Usługi Inżynieryjno-Konsultingowe #         kwjanek@poczta.onet.pl     #(41) 357 49 32
Kwaśny Agata Usługi Geodezyjno-Kartograficzne ##695 772 550
Kwiatkowski Grzegorz Usługi Geodezyjno-Kartograficzne ##(23) 697 49 98
Kwiatkowski Henryk Usługi Geodezyjne #         hkwiatkowski@go2.pl     #604 169 676
Kwiatkowski Tadeusz Usługi Geodezyjne ##601 366 191
Kwieciński Janusz Usługi Geodezyjno Kartograficzne ##655 201 213
Kwieciński Kazimierz Firma Geodezyjno-Kartograficzna ##601 774 558
Kwieciński Kazimierz Firma Geodezyjno-Kartograficzna #         fgkkwiecinski@adres.pl     #Oceń firmę i napisz o niej opinię:
Kyć Edward Usługi Geodezyjne i Kartograficzne #         a.kyc2@wp.pl     #(68) 382 20 57
Lach Halina Wojciech Usługi Geodezyjne ##604 509 187
Lamigo Jacek Mickowski Rafał Mickowski S.C. #         biuro@lamigo.pl     #(95) 711 71 91
Land Map Firma Usługowa Marcin Zawada #         landmap@poczta.wp.pl     #Oceń firmę i napisz o niej opinię:
Land Mark Wojciech Bogdan #         post.landmark@gmail.com     #784 326 744
Land-Geo Krzysztof Sałański #         krzysztofsalanski@tlen.pl     #609 723 517
Landgeo Piotr Będkowski #         biuro@landgeo.com.pl     #691 456 792
Landkart Usługi Geodezyjne Krzysztof Kozik #         biuro@landkart.pl     #604 948 607
Landserv Mirosław Mendyk ##501 089 363
Landsurv Usługi Geodezyjne Jakub Murawski #         murawski.landsurv@gmail.com     #Oceń firmę i napisz o niej opinię:
LANDWARD Konrad Warda ##517 453 201
Lapis Usługi Geodezyjno-Kartograficzne Projektowanie i Urządzanie Terenów Zieleni Bogusław Olejnik Geodeta Uprawniony #         geodezja.lapis@wp.pl     #606 949 520
Lasek Przemysław Lasek #         przemyslaw.lasek@poczta.fm     #501 479 389
Laskownicka Elżbieta Usługi Geodezyjno-Kartograficzne #         eklas@tlen.pl     #Oceń firmę i napisz o niej opinię:
Latasz Paweł Geodezja-Kartografia #         biuro@progeo.zywiec.pl     #(33) 861 71 22
Latekgeo Biuro Geodezji #         latekgeo@o2.pl     #(46) 854 20 99
Lech Branica - Usługi Geodezyjno - Kartograficzne ##(89) 758 72 90
Lege Artis Łukasz Wójcik ##512 196 224
Legeo Usługi Geodezyjne Izabela Sadowska #         sadowski_bartosz@vp.pl     #607 382 528
Legeo Usługi Geodezyjne Sylwester Lech ##517 667 874
Lemański Henryk Usługi Geodezyjno-Kartograficzne #         henryk.lemanski@gmail.com     #604 077 261
Leszek Bednarz - Usługi Geodezyjne #         geodetanisko@wp.pl     #604 075 359
Leszek Dyszkiewicz - Usługi Geodezyjne ##691 738 600
Leszko Sławomir Geodeta #         sleszko@o2.pl     #Oceń firmę i napisz o niej opinię:
Level Biuro Usług Geodezyjnych Przemysław Chojnacki #         ch.przemyslaw@gmail.com     #606 150 147
Level Przedsiębiorstwo Geodezyjno-Projektowe Sp. z o.o. ##(25) 632 46 63
Level-Geo Zakład Usług Geodezyjnych Tomasz Drywa #         levelgeo@gmail.com     #662 203 932
Lewkowicz Jacek Usługi Geodezyjne ##502 618 665
Lgeo Leszek Gumuła #         leszek_gumula@wp.pl     #602 742 479
L-Geo System Usługi Geodezyjne Tomasz Literowicz #         t.literowicz@gmail.com     #505 651 309
L-Geo Zenon Litwin ##697 551 117
Liba Bogdan Geodeta Uprawniony #         bogdanliba@tlen.pl     #601 157 917
Liber Stanisław Usługi Geodezyjne ##(18) 443 07 76
Lider Przedsiębiorstwo Inżynieryjne Arkadiusz Kasper #         akasper@vp.pl     #605 067 382
Ligor Krzysztof Usługi Geodezyjne #         geoligor@poczta.onet.pl     #601 460 731
Limanowski Andrzej Geodeta #         limanowski@wp.pl     #601 989 868
Limbus Krzysztof Chorągwicki #         krzyschor@poczta.onet.pl     #500 186 393
Limbus S.C. Przedsiębiorstwo Geodezyjno - Informatyczne Małgorzata Wilczewska Dariusz Wilczewski ##604 095 505
Limbus Sp. z o.o. #         pgi-limbus@wp.pl     #Oceń firmę i napisz o niej opinię:
Limbus Usługi Geodezyjne #         interlimbus@wp.pl     #(58) 554 44 35
Limbus Usługi Geodezyjne Krzysztof Podrażka #         krzysztof.podrazka@gmail.com     #698 498 735
Limbus Usługi Geodezyjne Sławomir Kaźmierczak #         slawek-geo@wp.pl     #608 307 292
Limen Przedsiębiorstwo Inżynieryjno-Usługowe - Aleksandra Pieniaszek #         biuro@limen.com.pl     #609 473 329
Limes Geodezja Michał Szymański ##506 503 859
Limes Geodezja Michał Szymański #         limes.geodezja@gmail.com     #506 503 859
Limes Geodezja Michał Szymański #         mic.szymanski@gmail.com     #506 503 859
LIMES S.C. Marian Durczok Ewa Radecka #         limessc@wp.pl     #605 247 903
Limes Usługi Geodezyjno-Kartograficzne S.C. #         limes_ug@interia.pl     #501 620 799
Limes Zakład Usług Geodezyjnych i Kartograficznych ##602 267 838
Liński Bogdan Przedsiębiorstwo Inżynieryjne Elbud #         elbudgostynin@wp.pl     #(24) 235 60 51
Logeo Usługi Geodezyjne Inż. Tomasz Jachimczak #         logeo@wp.pl     #691 853 859
Logistics 4 You Adam Gola #         geodetadarlowo@gmail.com     #512 326 099
Logiton Pracownia Geodezyjna Łukasz Pękacki ##502 306 278
Loksodroma Usługi Geodezyjno-Kartograficzne Bartłomiej Mrugała #         loksodroma.geodezja@wp.pl     #535 032 064
Lorych Aleksander Olex Firma Budowlano-Inżynieryjna ##601 772 063
LTG - Małopolska ##(12) 389 18 00
Lubelski Wojciech Usługi Geodezyjne #         wojciech.lubelski@wp.pl     #(18) 275 52 36
Lubiszewski Jerzy Usługi Geodezyjne ##601 749 682
Lubka Adrian Budownictwo Inżynieryjne ##660 338 786
Lubuska Pracownia Geodezyjna #         lpg@firma-luc.pl     #(95) 735 99 82
Lubuska Pracownia Geodezyjna s.c. #         biuro@firma-luc.pl     #Oceń firmę i napisz o niej opinię:
Lucjan Jagliński ##607 312 804
Luk4geo Usługi Geodezyjne Łukasz Barnaś #         luk4geo@gmail.com     #604 167 579
Lukamat Usługi Geodezyjne Łukasz Matusiak #         lukamat@op.pl     #Oceń firmę i napisz o niej opinię:
Lut-Spaw Przedsiębiorstwo Inżynieryjne ##(71) 326 93 95
Lwk Przedsiębiorstwo Inżynieryjno Budowlane Wojciech Stawecki #         wojciech.stawecki@gmail.com     #Oceń firmę i napisz o niej opinię:
Lz-Geo Usługi Geodezyjno-Kartograficzne Kamil Lib #         lzgeodezja@gmail.com     #727 436 400
Łacina Andrzej Łageos-Sc ##(77) 436 55 63
Łapiński Antoni Biuro Geodezji #         tomek2007@go2.pl     #(85) 715 68 06
Ławski Piotr Adam Geonet Usługi Geodezyjne #         oponydarek@wp.pl     #661 429 554
Łdj-Geo Łukasz Chojecki #         geodezja.lodzkie@op.pl     #694 535 826
Łoboda Witold Lempke Andrzej Usługi Geodezyjne ##(22) 621 14 58
Łochyński Paweł Biuro Usług Geodezyjnych ##608 511 421
Łomżyńskie Przedsiębiorstwo Robót Inżynieryjnych Sp. z o.o. ##(86) 218 07 10
Łopatko Rafał Usługi Geodezyjno-Kartograficzne #         lopatko@o2.pl     #(67) 255 52 25
Łozowicki Maciej Usługi Geodezyjno-Kartograficzne #         lozowicki@o2.pl     #604 623 889
Łódzkie Przedsiębiorstwo Geodezyjno-Informatyczne S.C. Michał Pawłowski Maciej Jasik #         lpgi@op.pl     #(42) 672 12 91
Łubowski Wiesław Jankowski Tomasz S.C. Usługi Geodezyjne ##(42) 614 34 98
Łuczak Maciej Usługi Geodezyjne #         m.luczak@vp.pl     #695 460 074
Łuczak Mariusz S.C Usługi Geodezyjne #         luczakm67@o2.pl     #(43) 843 18 01
Łukasz Bełtowski Bełtowski Geodezja. Nieruchomości. #         lukasz.beltowski@interia.pl     #Oceń firmę i napisz o niej opinię:
Łukasz Dziedzic Usługi Geodezyjno Kartograficzne #         lukasz-dziedzic1@o2.pl     #785 977 516
Łukasz Feter F.P.H.U. Geodeta #         geo.sieradz@gmail.com     #(43) 827 22 23
Łukasz Gruszkoś Usługi Geodezyjne Geo-Dron ##503 025 739
Łukasz Grządziela Geo Top Art FHUP ##784 698 544
Łukasz Kołpak Pracownia Geodezyjna Geo-Expert ##692 907 625
Łukasz Matuszewski Instruo Przedsiębiorstwo Inżynieryjno-Budowlane ##508 057 460
Łukasz Szewczak Usługi Geodezyjne ##609 041 769
Łukasz Sztandera Usługi Inżynieryjno-Elektryczne Sztama #         sztama8@wp.pl     #Oceń firmę i napisz o niej opinię:
Łukasz Tytz Przedsiębiorstwo Usług Geodezyjnych i Kartograficznych - Tytz #         pugiktytz@world.pl     #(22) 625 69 18
Łukasz Załęski Usługi Geodezyjne #         lukasz_zaleski@wp.pl     #696 680 320
Łukasz Zaręba Geoluk #         zarebalukasz88@gmail.com     #516 522 134
Łusiak Witold Usługi Geodezyjne ##515 930 755
Łuszczewski Michał Geodezja #         michalluszczewski@interia.pl     #(18) 471 63 46
M &amp; D S.C. Małgorzata i Dariusz Jungowscy #         midgeo@interia.pl     #Oceń firmę i napisz o niej opinię:
M &amp; S Konarex - Investment - S.C. ##(12) 270 15 28
M &amp; S Konarex-Investment-Sc Stanisława Kotaś ##(12) 270 15 28
M GEOMATYKA mgr inż.Maciej Leja #         m.geomatyka@gmail.com     #666 962 070
M-3 Budownictwo Inżynieryjne Sp. z o.o. #         dysarz.biuro@gmail.com     #662 925 306
Machnik Sp. z o.o. Przedsiębiorstwo Budownictwa Inżynieryjnego ##(18) 476 17 46
Maciej Błach Biuro Inżynieryjne ##(32) 205 40 41
Maciej Gawęcki Przedsiębiorstwo Inżynieryjno Kosnultingowe Sigma ##517 098 685
Maciej Kowalski Geo-Mapa #         biuro@geomapa.info     #663 015 565
Maciej Rosiński Usługi Inżynieryjno-Budowlane #         uib.rosinski@o2.pl     #669 570 658
Maciejczek Andrzej Usługi Geodezyjne #         maciejczek@o2.pl     #505 009 227
Maciejowski Józef Nambud #         nambud@wp.pl     #692 048 681
Macugowski Jan Usługi Geodezyjne #         j.macugowski@interia.pl     #(44) 635 14 09
Madar Sp. z o.o. ##(12) 260 11 25
Madej Tomasz Biuro Usług Geodezyjnych #         biuro@geodezja.wieliczka.pl     #608 536 996
Mad-Geo Leszek Jerzy Madej Przedsiębiorstwo Inżynieryjno-Geodezyjne Usługi Geodezyjne Projektowe Obrót Nieruchomościami ##501 267 517
Madrex Sp.j. Andrzej Karch Romuald Kogut ##(32) 787 64 10
Madrex Sp.j. Andrzej Karch Romuald Kogut ##602 397 877
Mag Przedsiębiorstwo Robót Inżynieryjno-Budowlanych Anna Gałązka #         biuro@prib-mag.pl     #(22) 435 89 22
Magdalena Mańk Biuro Prawno-Geodezyjne Magdalena Mańk #         manq@poczta.onet.pl     #605 828 302
Magdalena Tomasik - Szymańska Przedsiębiorstwo Robót Inżynieryjno - Melioracyjnych Mag Mel #         magtomasik@gmail.com     #505 553 802
Magdziarz Justyna Firma Usługowa ##601 594 051
Mageo Michał Gisztarowicz ##604 594 325
Magmar-Las Maria Plewa #         magmarlas@poczta.onet.pl     #(52) 583 18 03
Magmar-Las Maria Plewa ##(52) 581 03 13
Maj Andrzej Amageus - Usługi Geodezyjne ##603 435 278
Majcher Wojciech ##606 648 341
Majster S.C. ##(32) 475 18 36
Mak -Magdalena Chojnowska #         magda_123.wp.pl@wp.pl     #697 586 928
Mak-Bud Kłaptocz Andrzej Zakład Robót Inżynieryjno-Budowlanych #         makbud@vp.pl     #(32) 214 23 09
Makowski Jarosław Usługi Geodezyjne #         uslugigeodezyjnejm@wp.pl     #(62) 781 86 55
Makrogeo ##(32) 725 02 42
Makstech Przedsiębiorstwo Usług Inżynieryjno-Projektowych Paweł Boduszek #         pboduszek@wp.pl     #(32) 230 28 23
Malinowski Krzysztof Usługi Geodezyjno-Kartograficzne #         geo-mal@wp.pl     #608 482 261
Maliszewski Przedsiębiorstwo Geologiczno-Inżynieryjne #         geomal@wp.pl     #(85) 654 44 47
Małgorzata Lindner Promal Przedsiębiorstwo Inżynieryjne ##(61) 840 16 08
Małkowski Andrzej Biuro Geodezji i Urządzania Terenów Rolnych ##(77) 436 30 51
Małopolskie Biuro Geodezji i Terenów Rolnych Sp. z o.o. ##(14) 626 83 70
Małopolskie Biuro Geodezji w Tarnowie S. Krypel i Wspólnicy Sp.j. ##(14) 620 22 03
Mamiński Cezary Usługi Geodezyjne #         czarek.aga@wp.pl     #604 109 489
Mandryk Anna Usługi Geodezyjne ##(18) 442 24 55
MAP Service Rafał Szelejewski #         biuro@mapservice.pl     #696 027 420
Mapa Biuro Usług Geodezyjnych Małgorzata i Grzegorz Cybulscy ##604 223 211
Mapa Przedsiębiorstwo Usług Geodezyjnych i Kartograficznych Jan Andryszak Wspólnik Spółki Cywilnej ##(58) 302 27 84
Mapa Przedsiębiorstwo Wielobranżowe Karol Juściński ##(84) 627 18 58
Mapa S.C. Przedsiębiorstwo Usług Geodezyjnych i Kartograficznych ##602 277 163
Mapa S.C. Przedsiębiorstwo Usług Geodezyjnych i Kartograficznych Oddział II ##602 277 163
Mapa Sp. z o.o. ##(22) 659 92 48
Mapa Usługi Geodezyjne Przemysław Wiśniewski ##509 725 683
Mapa Usługi Geodezyjno-Kartograficzne Maciej Marcinkowski #         mapa@post.pl     #(61) 295 28 60
Mapan Paweł Możdżeń ##885 449 499
Mapa-Plan Usługi Geodezyjne #         mapaplan@wp.pl     #604 808 754
Mapex Przedsiębiorstwo Usług Geodezyjnych #         mapex@geodezja.pl     #(48) 664 25 01
Mapex Sc Biuro Geodezyjne i Kartograficzne Maria Szewczak Mariusz Łapiak ##604 944 058
Mapex S.C. Firma Geodezyjna Łukasz Rak Józef Rak #         biuro@mapex.net.pl     #Oceń firmę i napisz o niej opinię:
Mapex Sp. z o.o. #         biuro@mapex.pl     #Oceń firmę i napisz o niej opinię:
Map-Geo Usługi Geodezyjne Łukasz Pawłowski ##661 342 230
Map-Geo Usługi Geodezyjne Łukasz Pawłowski #         mapgeo.geodezja@gmail.com     #661 342 230
Mapline Usługi Geodezyjne Mariusz Jankowski #         mariusz-jankowski3@wp.pl     #Oceń firmę i napisz o niej opinię:
Mapogeum Maciej Węglowski-Król #         biuro@mapogeum.pl     #502 728 458
Mapograf Usługi Geodezyjne Wojciech Grela ##506 807 679
Mapoprojekt Firma Geodezyjna i Wielobranżowa S.C. Dżugajowie Józef Dżugar Lidia Dżugar Maksymilian Dżugaj #         mapoprojekt@wp.pl     #(44) 633 95 55
Mapoprojekt Firma Geodezyjna i Wielobranżowa S.C. Dżugajowie Lidia Dżugaj Józef Dżugaj #         mapoprojekt@wp.pl     #507 155 025
Mapsel Sergiusz Lisowski #         sergiusz.lisowski@interia.pl     #606 779 937
Mapsystem - Usługi Geodezyjne I Kartograficzne Rafał Wągrowski #         geodeta@map-system.pl     #606 154 191
Mapsystem Kinga Sochacka-Rogula #         kasoch@o2.pl     #502 676 211
Marcin Abramczyk Usługi Geodezyjne-Geodex #         geobud.stargard@wp.pl     #(91) 578 20 16
Marcin Drewczyński Usługi Inżynieryjne #         mdrewczynski@gmail.com     #662 289 981
Marcin Giełczyk Usługi Inżynieryjne ##602 654 452
Marcin Gut GEODEZJA #         geodezja.gut@gmail.com     #791 499 045
Marcin Kania - Usługi Geodezyjne Geomar #         kaniam1@vp.pl     #660 813 061
Marcin Karabin Usługi Geodezyjne i Kartograficzne Dr Inż. Marcin Karabin ##608 402 505
Marcin Łuczak Biuro Usług Inżynieryjno-Budowlanych #         marcinie.luczaku@gmail.com     #Oceń firmę i napisz o niej opinię:
Marcin Ortman Przedsiębiorstwo Elektryczno-Inżynieryjne Elmort #         marcin.ortman@gmail.com     #608 033 974
Marcin Snażyk Topocart #         marcin.snazyk@gmail.com     #505 836 797
Marcin Stanisławczyk Usługi Geodezyjne ##509 124 540
Marcinkiewicz Maciej Waldemar Usługi Geodezyjne i Kartograficzne #         geoelk@geodeta.elk.pl     #Oceń firmę i napisz o niej opinię:
Marcinkowski Piotr Usługi Geodezyjno-Kartograficzne #         geomax@poczta.onet.pl     #602 768 752
Marczenko Krzysztof Geodeta Uprawniony #         kmargeo@interia.pl     #(89) 741 40 23
Marduła Ryszard Firma Inżynieryjno-Budowlana ##692 395 877
Marek &amp; Moskwiński Sp.j. Firma Usługowa ##(22) 833 30 56
Marek Czarniecki - Przedsiębiorstwo Handlowo-Usługowe #         czarnieckimarek@op.pl     #503 066 025
Marek Gwiżdż Firma Geodezyjna Margeo ##601 848 886
Marek i Seweryn Zalewski Usługi Geodezyjne ##694 925 487
Marek Markiewicz Usługi Geodezyjne ##501 786 018
Marek Mickoś - Geodezja ##515 789 650
Marek Milewicz Geodezja i Kartografia Geomil #         pmgeomil@wp.pl     #509 994 168
Marek Szmyt Geonum ##601 563 058
Mar-Geo Kompleksowe Usługi Geodezyjne Inż. Marcin Wojnar #         biuro.margeo@gmail.com     #781 996 885
Mar-Geo Pracownia Geodezyjno-Projektowa Grzegorz Partyczyński #         margeo.geodezja@gmail.com     #667 294 983
Margeo Usługi Geodezyjne Marcin Michalczyk ##(61) 820 53 37
Maria Jurek ##691 381 752
Maria Okońska Linia Biuro Geodezyjno-Projektowe ##(12) 655 15 10
